Sweep Start (s), 11.12736, 11.2912, 11.45504, 11.61888, 11.78272, 11.94656, 12.1104, 12.27424, 12.43808, 12.60192, 12.76576, 12.9296, 13.09344, 13.25728, 13.42112, 13.58496, 13.7488, 13.91264, 14.07648, 14.24032, 14.40416, 14.568, 14.73184, 14.89568, 15.05952, 15.22336, 15.3872, 15.55104, 15.71488, 15.87872, 16.04256, 16.2064, 16.37024, 16.53408, 16.69792, 16.86176, 17.0256, 17.18944, 17.35328, 17.51712, 17.68096, 17.8448, 18.00864, 18.17248, 18.33632, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, Sweep #43, Sweep #44, Sweep #45, 
0.12012, -227.147, -232.7622, -233.4336, -223.2407, -233.0979, -223.1186, -228.5202, -224.2478, -234.4712, -217.1372, -434.3308, -445.3171, -224.4309, -233.8913, -220.4941, -232.5181, -220.9824, -206.8833, -229.0085, -224.2173, -233.0368, -236.9736, -237.7976, -224.4919, -214.4822, -227.5742, -230.7785, -247.0749, -241.3071, -235.1426, -244.2673, -233.281, -229.1916, -231.1448, -245.5491, -235.5393, -236.2107, -237.4314, -230.3513, -240.0559, -233.1284, -229.5273, -224.1257, -210.6064, -236.699, 
0.12014, -239.354, -239.7202, -241.3681, -234.6238, -226.7807, -236.9126, -230.8091, -219.8227, -246.6782, -238.1943, -433.9646, -450.1694, -243.5959, -221.959, -233.7693, -234.8984, -219.0598, -213.292, -236.9126, -227.208, -211.9187, -232.8843, -235.4783, -229.2527, -216.5574, -227.4521, -230.3513, -235.5088, -237.1262, -235.9055, -243.3823, -223.2407, -230.1072, -226.5976, -237.1262, -234.1965, -229.863, -244.9997, -226.8418, -234.4407, -226.7197, -237.5535, -238.9878, -210.2402, -221.074, 
0.12016, -238.5605, -242.6194, -223.7595, -236.9431, -227.8183, -235.3562, -230.9311, -221.5622, -231.2668, -233.5556, -446.2937, -447.4533, -245.1523, -227.9709, -232.1824, -232.6706, -235.2341, -228.032, -231.2363, -234.1965, -214.6042, -240.9104, -239.5676, -246.5867, -226.7502, -236.4548, -232.9758, -226.4756, -234.8374, -230.0461, -240.7883, -229.3137, -224.8887, -228.7034, -240.1474, -229.4358, -229.741, -231.9382, -206.2119, -231.6636, -221.3791, -231.9077, -237.0347, -209.2026, -212.0713, 
0.12018, -238.1028, -239.9949, -243.3823, -232.1518, -225.1328, -243.5349, -228.2151, -231.8161, -235.4172, -237.645, -451.5122, -459.813, -228.0014, -240.3611, -236.6074, -236.7295, -239.7507, -220.2195, -238.6521, -223.3017, -209.5383, -229.039, -239.1709, -243.2297, -228.6118, -241.9785, -241.7649, -220.0669, -232.7012, -232.2129, -248.4787, -237.8281, -227.1775, -217.6255, -222.5998, -228.4897, -230.9006, -220.4331, -226.3535, -231.511, -233.0674, -230.4123, -228.5813, -201.1155, -235.2952, 
0.1202, -234.166, -234.6848, -249.2722, -233.3115, -235.3562, -242.2532, -227.7878, -219.7922, -230.5954, -233.7082, -452.977, -460.9726, -231.5415, -247.3496, -240.5747, -233.5251, -232.4265, -229.2832, -236.7905, -224.8581, -218.9988, -231.3889, -234.227, -247.8074, -241.0019, -231.5415, -240.6968, -234.9289, -236.699, -239.9033, -243.1077, -230.7785, -245.488, -221.4097, -241.8564, -239.6897, -221.5928, -230.5649, -228.9475, -235.7834, -238.0417, -229.4663, -233.1894, -210.3013, -238.7436, 
0.12022, -229.4358, -230.626, -237.8586, -229.7104, -238.53, -228.4592, -229.5578, -215.8555, -221.3181, -238.2248, -447.5144, -425.145, -233.9829, -225.8042, -244.2368, -229.1001, -230.9311, -232.1824, -248.6008, -223.3017, -212.8952, -232.7622, -239.9338, -234.0744, -222.1421, -227.8489, -227.5132, -248.2041, -244.6946, -228.7339, -227.7268, -235.4477, -233.6167, -224.2783, -246.1899, -234.166, -225.8957, -233.4031, -218.2663, -237.2788, -233.7998, -232.2129, -225.7737, -212.8647, -226.384, 
0.12024, -239.8423, -237.3703, -235.7529, -234.99, -243.5044, -231.6025, -244.3589, -205.7847, -238.2554, -229.7104, -434.9716, -452.8549, -230.9617, -226.5366, -239.1404, -233.7082, -220.9519, -225.8957, -244.9387, -238.469, -221.6538, -228.3371, -227.3301, -218.2358, -211.7051, -227.1775, -239.1709, -244.603, -235.2646, -237.8281, -238.4385, -251.561, -226.1094, -218.0527, -221.7453, -225.8042, -242.6804, -226.5061, -228.3677, -227.8794, -230.1377, -232.1824, -233.22, -207.5242, -232.7927, 
0.12026, -244.1758, -229.8325, -242.833, -233.0063, -236.1191, -231.3584, -243.718, -211.8271, -238.3164, -225.0107, -454.8386, -451.3901, -236.0581, -227.269, -243.2908, -231.3584, -234.6848, -221.4707, -221.6233, -233.8303, -216.832, -238.1943, -235.3867, -221.3791, -233.0368, -244.1758, -241.948, -250.3708, -225.9873, -247.7768, -242.9551, -227.6963, -220.3721, -224.675, -212.5596, -226.384, -221.1045, -222.3252, -243.4128, -242.6804, -226.6282, -236.4243, -228.2761, -210.1487, -241.0019, 
0.12028, -237.6755, -234.0439, -234.6238, -228.6118, -221.6538, -229.6494, -239.9643, -220.9824, -232.396, -241.124, -438.8779, -453.9841, -231.9687, -243.718, -240.0864, -227.2995, -227.269, -217.4118, -231.7246, -224.2478, -209.9045, -229.6494, -228.4592, -243.0771, -233.6777, -231.0532, -231.7856, -254.0635, -233.1894, -236.1191, -228.6118, -221.0434, -228.0014, -218.3579, -218.541, -219.8227, -236.5159, -243.2908, -242.7109, -234.105, -239.3845, -218.541, -238.469, -208.5618, -242.9856, 
0.1203, -232.3044, -234.99, -224.3699, -223.3323, -230.1072, -236.1802, -237.2178, -219.0293, -245.0303, -240.5747, -450.383, -433.5068, -238.1333, -242.2532, -235.9971, -241.7649, -234.5322, -239.6592, -240.3611, -246.8613, -218.9072, -237.1872, -242.9856, -239.0183, -226.9944, -225.5295, -224.7666, -242.5583, -233.0979, -233.9219, -239.2319, -251.9272, -237.584, -226.384, -236.7905, -219.7617, -236.4243, -227.9709, -223.4543, -235.2341, -240.1474, -223.3628, -230.3208, -206.8223, -229.5884, 
0.12032, -231.8161, -251.8967, -237.706, -233.7082, -220.4941, -230.0156, -233.22, -199.9253, -234.5627, -224.7971, -448.0332, -437.7793, -235.7529, -225.1938, -236.8821, -226.7807, -241.5207, -234.0744, -228.4897, -253.6973, -197.3313, -227.8794, -231.9077, -231.6025, -210.7895, -233.3115, -229.2527, -244.3894, -226.7197, -222.2947, -243.3823, -233.4641, -243.1687, -233.7082, -226.5061, -224.7056, -235.0205, -236.9431, -228.1846, -223.2407, -234.6238, -231.2058, -230.3818, -200.1694, -219.5786, 
0.12034, -232.1518, -236.2412, -229.3747, -225.1328, -235.3562, -229.7104, -226.1704, -209.813, -220.8909, -236.3327, -446.1411, -438.3591, -233.8303, -224.4309, -239.6897, -231.8772, -231.8467, -249.2112, -227.5132, -234.3796, -189.6409, -227.8794, -244.9997, -229.1306, -234.0134, -228.3677, -241.7344, -227.6658, -229.4053, -231.511, -239.5981, -225.438, -241.8869, -243.5959, -215.7639, -218.1138, -240.0864, -228.0625, -228.8865, -230.7785, -228.6728, -227.5742, -223.2102, -202.9465, -225.1633, 
0.12036, -239.9949, -230.626, -239.2624, -224.7666, -233.8913, -238.1028, -239.354, -213.9023, -238.469, -241.9175, -444.6152, -429.8142, -232.4875, -234.2576, -238.4079, -231.6025, -223.1186, -224.9192, -233.4336, -234.4407, -202.7024, -239.3845, -234.105, -232.7927, -242.5583, -229.9851, -235.936, -227.4827, -237.9502, -237.2178, -251.4695, -219.4565, -232.7622, -239.5981, -198.491, -230.1987, -236.4548, -235.2952, -216.8931, -215.8249, -223.9731, -225.1328, -235.1426, -197.1787, -232.9148, 
0.12038, -232.9148, -237.7366, -243.0466, -237.4314, -218.8462, -232.7012, -236.9736, -213.2309, -235.7834, -233.1894, -451.8784, -445.2561, -235.8139, -215.947, -231.4805, -220.0669, -228.7644, -216.008, -240.6052, -220.6162, -201.2986, -229.0696, -226.2925, -230.3818, -237.9502, -243.5044, -239.2624, -241.3681, -232.4875, -224.1257, -245.1218, -228.8254, -222.1726, -223.3628, -205.0522, -236.6684, -235.2341, -236.8821, -206.7917, -232.5486, -231.6636, -223.3628, -240.8799, -198.8266, -238.5605, 
0.1204, -236.5464, -227.9709, -226.9639, -241.8564, -231.2363, -233.4946, -225.3159, -216.1301, -231.7551, -241.185, -448.2163, -453.2212, -232.7317, -217.7781, -238.4079, -209.5383, -222.6304, -223.6985, -226.5061, -228.1846, -199.1623, -230.8396, -229.1001, -240.5747, -224.2478, -227.4827, -240.6662, -231.1753, -231.511, -233.7693, -228.978, -227.3911, -233.4946, -235.1426, -223.4238, -225.7126, -241.4292, -240.239, -222.9355, -227.4827, -231.3584, -233.0063, -228.3371, -211.9797, -230.8701, 
0.12042, -230.8701, -233.3725, -241.063, -232.4265, -233.4641, -239.9643, -220.7077, -215.4892, -231.0532, -224.7971, -439.2746, -441.6245, -236.0581, -235.3867, -224.9802, -202.6413, -231.9382, -234.0134, -227.147, -228.7034, -190.8921, -238.53, -222.4473, -240.239, -226.7807, -227.7573, -238.7742, -211.7356, -229.6189, -233.342, -243.2297, -237.3093, -243.5044, -240.3, -209.1416, -230.8091, -241.5818, -244.2673, -224.7971, -225.8957, -225.0412, -222.1116, -229.741, -219.6091, -226.1094, 
0.12044, -236.5464, -238.591, -244.7556, -236.1802, -234.166, -240.6662, -224.0342, -218.0222, -237.2178, -232.2129, -438.4812, -452.916, -244.8777, -218.7241, -243.9011, -209.0195, -230.4734, -242.3752, -234.9595, -238.7131, -194.4931, -236.7295, -233.7693, -243.2908, -229.4358, -236.6379, -242.3447, -237.1567, -226.7502, -232.3655, -247.3801, -231.7856, -239.2624, -239.0793, -203.74, -225.1023, -231.6025, -231.9077, -231.6025, -228.5813, -234.3186, -220.25, -229.1611, -198.7656, -229.4358, 
0.12046, -236.3022, -232.6401, -229.3137, -227.2995, -226.3535, -227.8794, -240.7883, -199.2844, -223.9426, -235.6003, -434.6054, -447.5754, -230.1682, -240.6662, -231.3584, -224.1562, -229.4663, -233.5556, -226.2009, -225.7126, -192.3569, -231.1448, -245.7016, -226.6587, -236.0276, -235.5088, -221.4097, -239.293, -223.4238, -245.7322, -237.2483, -234.7458, -237.3398, -243.5349, -217.4424, -230.0461, -241.6123, -227.269, -226.323, -223.729, -226.323, -225.0412, -242.3752, -201.97, -240.8188, 
0.12048, -223.4848, -228.7949, -236.0886, -238.0723, -222.4167, -237.9807, -237.2788, -216.1911, -230.7785, -242.1921, -454.8996, -438.9389, -223.2712, -233.1894, -233.0368, -215.3977, -230.0461, -237.1872, -231.5415, -225.3464, -203.5264, -241.6733, -235.5088, -233.9524, -232.9148, -244.5725, -211.644, -232.8232, -218.2053, -222.081, -235.5088, -229.1001, -228.5508, -217.1982, -227.5437, -239.9033, -229.6799, -231.0532, -232.2129, -240.9409, -225.438, -230.9922, -226.1704, -209.7825, -241.4292, 
0.1205, -246.9834, -229.1306, -235.4172, -231.7856, -228.9475, -236.9736, -226.2619, -210.7285, -239.0793, -229.0696, -448.613, -457.9209, -229.9851, -229.802, -236.4243, -198.1858, -235.5393, -250.615, -236.4243, -239.5981, -203.8926, -242.6804, -234.6848, -228.8865, -237.7976, -243.0771, -226.384, -233.342, -226.9028, -225.8042, -242.772, -228.2151, -223.2102, -228.032, -206.9443, -231.633, -230.5649, -240.7273, -216.7099, -240.3, -228.1235, -242.2226, -234.99, -221.6233, -236.1496, 
0.12052, -227.6352, -227.208, -226.0788, -237.0652, -220.3721, -227.6352, -237.2483, -188.237, -232.8843, -233.1589, -429.9362, -441.8076, -227.6047, -236.699, -236.6379, -208.1955, -236.6684, -231.4805, -225.0107, -231.6636, -214.3906, -234.6848, -221.6538, -234.5017, -234.9289, -232.4875, -236.9126, -220.6162, -233.5556, -241.185, -248.1736, -225.2243, -221.1045, -235.8139, -196.6599, -228.6728, -227.5132, -246.0679, -224.9497, -228.2151, -240.0864, -224.4004, -234.166, -216.1606, -230.4123, 
0.12054, -224.5224, -237.2788, -242.2837, -229.4663, -234.4101, -224.553, -244.9082, -201.97, -222.2641, -239.9338, -429.9973, -444.31, -224.6445, -225.6211, -225.3464, -205.3269, -224.6445, -219.9448, -237.4314, -218.9682, -208.9585, -237.2483, -225.7737, -221.8674, -224.0952, -225.8652, -235.4172, -238.1943, -233.342, -227.7268, -244.2368, -231.572, -231.572, -224.9497, -208.928, -229.7715, -234.5627, -236.2412, -215.2756, -226.4756, -242.2837, -221.0129, -228.7034, -228.4897, -243.0771, 
0.12056, -234.99, -232.5486, -233.0979, -235.2036, -249.8215, -232.5791, -232.6706, -207.5547, -238.53, -233.4336, -446.5988, -463.0783, -233.8303, -236.4548, -238.591, -212.3764, -228.6423, -220.2195, -241.0935, -231.6025, -211.2168, -231.511, -232.7927, -231.6636, -237.8891, -228.0625, -224.0342, -240.0559, -239.6286, -226.2619, -242.3142, -241.5513, -232.457, -220.4636, -214.6348, -238.8657, -243.3213, -246.6172, -212.2849, -229.6189, -237.9502, -233.3115, -221.5012, -239.7202, -236.8515, 
0.12058, -238.7131, -228.9475, -223.3017, -238.1333, -229.9851, -230.1072, -234.9289, -208.989, -233.5862, -233.3725, -444.5542, -452.092, -242.3447, -236.7295, -239.0793, -203.5569, -223.5764, -227.3606, -230.3818, -231.3584, -217.3203, -223.1492, -241.3376, -225.3464, -239.2014, -224.3699, -236.3022, -242.0395, -232.8843, -223.8205, -259.0988, -234.105, -234.5322, -223.4238, -207.9514, -230.8701, -240.4831, -240.7883, -221.1045, -244.1452, -234.4712, -228.4592, -228.1846, -224.4614, -233.4946, 
0.1206, -235.6308, -241.4902, -237.0652, -225.2854, -228.5508, -238.8047, -243.1382, -205.1438, -225.7431, -239.8118, -445.8969, -434.7275, -234.8679, -233.1589, -230.5344, -197.5144, -224.4309, -253.7278, -231.2363, -222.02, -199.8032, -235.3562, -230.2598, -228.7339, -232.8843, -228.3066, -233.5251, -241.7344, -235.1731, -223.6985, -235.6003, -234.2881, -235.6308, -230.6565, -220.0364, -233.9524, -234.8679, -236.3633, -204.4419, -237.9197, -233.7693, -224.9497, -227.8489, -237.0347, -233.1894, 
0.12062, -238.9267, -229.2527, -237.0041, -235.875, -228.4897, -232.0298, -238.9878, -215.2756, -243.9316, -233.8913, -442.54, -449.3149, -227.269, -235.1731, -233.1284, -204.5334, -242.4057, -251.7746, -217.6865, -236.4853, -210.8811, -246.8613, -230.5344, -242.2837, -231.4805, -236.3938, -238.2248, -230.4123, -229.5578, -222.2947, -229.802, -231.7246, -224.5224, -232.7927, -214.3296, -247.136, -225.56, -234.3491, -199.0403, -221.5928, -224.3088, -231.1142, -238.1333, -234.5017, -229.4968, 
0.12064, -229.5884, -231.3279, -237.3093, -229.9241, -224.4919, -222.9966, -233.0674, -207.7378, -233.5862, -243.1077, -449.2844, -459.5993, -226.1094, -235.0815, -240.3306, -215.3367, -228.0625, -239.2014, -227.8489, -234.166, -208.7143, -226.9944, -245.5185, -235.3867, -228.0014, -236.5159, -241.5207, -219.6091, -233.5862, -226.5671, -229.5273, -244.0842, -231.2058, -238.469, -206.8833, -237.4619, -226.8418, -244.3589, -192.8147, -233.1589, -230.5954, -224.3699, -232.5486, -209.3857, -236.9736, 
0.12066, -248.082, -226.5366, -232.1518, -231.511, -227.7573, -220.7383, -225.4075, -216.4353, -227.6047, -239.354, -442.6316, -446.2326, -235.1731, -232.457, -238.591, -196.2327, -228.4592, -222.2947, -231.0837, -226.9639, -202.3362, -236.8821, -231.7856, -229.5884, -239.2014, -239.5676, -228.1235, -231.6025, -236.3327, -238.8047, -230.5039, -236.2412, -240.0864, -229.1001, -197.8501, -235.0815, -245.5185, -240.6968, -195.7139, -242.894, -229.863, -227.1164, -232.8843, -220.5246, -233.3725, 
0.12068, -240.1169, -222.966, -231.2363, -235.6614, -227.6047, -227.9404, -228.7034, -201.1155, -237.6755, -242.3142, -446.5988, -448.3994, -217.8391, -243.4128, -227.7878, -191.1667, -218.9072, -233.5556, -227.6352, -219.2429, -212.0102, -233.342, -223.3628, -220.25, -227.1164, -243.2602, -238.4995, -238.7436, -228.978, -239.5066, -239.293, -229.2832, -231.9993, -230.8701, -193.9438, -234.3186, -235.7224, -237.0041, -216.2217, -228.917, -251.0727, -230.5954, -236.6074, -223.0576, -238.2554, 
0.1207, -232.4875, -206.7307, -228.917, -242.1006, -219.5176, -221.074, -243.1077, -191.1057, -227.4827, -236.821, -443.1198, -458.1345, -229.1916, -240.6968, -249.5774, -201.2681, -235.0205, -237.1262, -223.2407, -237.6145, -211.522, -227.2385, -233.2505, -231.1448, -230.8091, -229.8935, -246.4646, -230.4123, -237.1262, -240.8493, -236.8821, -232.9148, -222.844, -228.8254, -216.8931, -236.6074, -228.917, -241.3681, -222.905, -233.0979, -243.3518, -220.9214, -222.2031, -228.8254, -235.2341, 
0.12072, -220.0364, -228.8254, -247.7158, -230.3513, -216.4048, -237.8586, -247.4411, -197.7585, -234.227, -233.5251, -444.5237, -437.4436, -225.2243, -233.1284, -234.5932, -205.1133, -236.6379, -242.2532, -238.5605, -235.5393, -224.8887, -220.4636, -227.0859, -241.3987, -243.1382, -238.9878, -249.2722, -224.7971, -235.936, -236.4548, -232.1213, -222.7829, -222.8745, -217.0762, -203.9841, -229.8325, -235.936, -219.3345, -223.6985, -234.6238, -213.6277, -228.6423, -230.6565, -240.8188, -237.5535, 
0.12074, -231.7246, -239.1709, -232.7317, -226.8113, -205.9067, -241.2766, -233.22, -213.9023, -240.2695, -248.1125, -450.9018, -438.9695, -236.1496, -228.3982, -239.8423, -208.5312, -232.6706, -228.2456, -221.9285, -236.5464, -212.3154, -232.1213, -225.1633, -233.7998, -235.6308, -240.7273, -234.8984, -233.3725, -245.5796, -226.7197, -240.5747, -228.5508, -224.0342, -227.5742, -201.8784, -237.8586, -243.657, -232.9148, -233.281, -228.6118, -234.2576, -239.5066, -233.4031, -235.9055, -226.6282, 
0.12076, -225.8347, -234.8069, -222.905, -238.8047, -230.3208, -231.1753, -221.7148, -215.0315, -225.8347, -243.2297, -452.031, -445.7749, -239.6592, -223.2102, -228.5202, -214.3296, -233.9524, -234.9595, -223.1186, -245.0303, -190.2512, -222.7829, -220.1889, -238.8352, -235.9665, -235.4783, -240.9104, -230.1987, -226.4756, -237.1262, -249.0891, -230.7175, -222.9355, -237.8281, -201.5427, -230.4123, -226.6587, -241.5513, -216.6489, -219.2429, -238.8047, -239.1098, -227.1775, -220.8603, -236.4548, 
0.12078, -229.5273, -217.5339, -222.905, -240.0864, -245.0303, -229.2832, -227.3911, -209.0195, -236.9431, -234.2576, -440.8005, -447.2397, -232.7012, -232.3349, -230.3513, -192.479, -238.7742, -233.6777, -231.3889, -248.5703, -183.6594, -242.6499, -219.2429, -237.4924, -226.7197, -242.8635, -239.6592, -238.3469, -222.966, -235.6614, -238.6216, -223.8511, -233.0063, -221.9285, -202.8855, -238.8657, -223.3017, -232.7012, -198.491, -231.572, -229.5578, -226.6282, -231.3889, -226.1704, -227.0554, 
0.1208, -245.6711, -223.1492, -238.2859, -234.2576, -241.3071, -238.1638, -231.8772, -232.8232, -240.8188, -242.2837, -437.9929, -459.05, -233.9219, -244.2368, -228.3982, -197.5144, -227.0249, -225.4075, -229.7104, -230.626, -203.3127, -238.4079, -240.6662, -234.3491, -235.2646, -241.0325, -243.9011, -233.4946, -227.2385, -230.2903, -245.5796, -229.1916, -230.1987, -235.875, -215.9775, -233.5251, -224.4919, -240.0254, -207.6157, -223.9426, -235.875, -229.8935, -235.8139, -237.3398, -223.668, 
0.12082, -234.1965, -241.7344, -234.8069, -233.9829, -219.9448, -231.4499, -231.8467, -222.7524, -239.0183, -242.0701, -440.3733, -453.8925, -230.4123, -234.0744, -238.7436, -209.0806, -248.4787, -241.9785, -230.1072, -230.9617, -209.1416, -216.6794, -249.6079, -245.6406, -235.6614, -230.0156, -241.6428, -250.3098, -236.9736, -242.1921, -241.6428, -241.1545, -218.5105, -256.1997, -225.1938, -233.0368, -242.1006, -228.3677, -196.904, -233.3725, -221.3181, -225.3159, -239.7507, -226.5061, -247.197, 
0.12084, -229.6189, -234.2576, -238.9878, -214.8179, -211.7661, -230.1072, -231.1753, -216.6184, -237.5535, -234.3491, -437.1689, -438.6643, -234.3491, -224.8581, -237.3398, -204.5639, -245.427, -243.779, -227.4827, -220.7993, -202.1836, -225.3464, -237.7366, -243.5654, -237.1262, -226.6587, -249.1196, -244.9387, -226.4145, -227.8794, -238.591, -233.3115, -231.8161, -227.7268, -205.2964, -223.1492, -245.7322, -236.1802, -211.7051, -228.0625, -227.9404, -236.821, -245.9458, -229.2222, -242.0701, 
0.12086, -238.5605, -232.0298, -227.0859, -211.3999, -219.426, -220.5246, -233.4336, -205.1438, -230.3513, -231.2058, -453.4958, -449.6506, -247.9599, -229.802, -230.9006, -208.043, -242.5583, -234.8374, -230.3513, -229.8325, -193.3335, -224.3393, -238.591, -235.8139, -238.7131, -229.802, -229.4358, -214.177, -227.4521, -229.7715, -245.1523, -233.7082, -232.9758, -227.9099, -199.376, -217.5339, -241.9785, -245.6101, -208.7143, -236.6074, -240.7273, -225.6821, -235.3257, -217.4729, -231.8467, 
0.12088, -231.9993, -245.6711, -233.0979, -237.584, -230.6565, -227.3606, -239.8728, -211.3389, -229.6799, -245.6406, -447.2397, -453.862, -232.2739, -235.1426, -232.3044, -216.1911, -232.5486, -227.6963, -238.2554, -241.5513, -206.0593, -228.7644, -235.112, -224.9192, -233.8608, -231.7246, -235.6308, -219.9143, -230.9311, -242.772, -237.5535, -222.7219, -229.0696, -235.051, -208.3481, -228.6728, -226.384, -240.9714, -200.1999, -237.2178, -238.5605, -227.5132, -228.2151, -207.0969, -225.7126, 
0.1209, -234.0134, -247.1665, -246.9223, -244.8777, -226.6587, -233.9524, -234.5322, -206.7917, -239.4455, -238.7131, -448.1247, -449.2844, -229.1001, -234.3796, -229.6189, -201.7258, -229.741, -235.112, -235.5698, -219.5786, -211.0642, -227.9404, -224.5835, -234.6238, -221.9285, -233.22, -247.8989, -212.468, -228.8254, -245.7627, -244.8472, -232.0298, -236.8515, -238.1028, -215.7334, -229.4968, -225.0718, -225.6821, -203.8926, -232.3655, -232.8843, -238.8962, -224.0647, -194.4931, -236.7295, 
0.12092, -230.0461, -231.9993, -238.8962, -236.8821, -233.7082, -224.3393, -237.8586, -215.3977, -232.1213, -219.9753, -433.0796, -450.8103, -240.7273, -234.5322, -229.2527, -196.9956, -224.1868, -230.8396, -243.3213, -226.1399, -208.6228, -226.8418, -223.1186, -236.821, -233.6167, -233.7998, -224.3088, -218.0222, -239.2319, -229.9241, -235.875, -232.457, -230.1987, -236.1496, -207.4326, -236.0886, -224.5224, -230.9617, -212.1933, -234.4407, -228.3677, -224.7056, -235.4477, -213.5056, -229.2527, 
0.12094, -233.4031, -231.2973, -238.3469, -235.112, -240.9104, -223.8511, -240.178, -218.2663, -239.7812, -237.9502, -438.115, -434.7885, -246.4646, -241.5513, -233.4336, -210.3318, -235.9665, -217.6255, -238.6521, -232.1213, -195.134, -229.7715, -227.147, -233.6777, -232.8537, -222.6914, -232.7927, -223.5154, -218.3274, -226.9028, -236.3022, -232.1824, -227.0249, -234.7458, -216.8015, -237.8891, -241.3071, -234.1965, -226.4145, -243.1687, -235.3562, -230.2598, -227.3606, -224.1868, -234.6543, 
0.12096, -233.8303, -229.4968, -228.093, -246.9223, -242.4973, -238.2554, -240.9714, -211.644, -235.1731, -235.3257, -444.8288, -441.655, -245.3049, -235.9665, -249.73, -208.4702, -234.2576, -218.9072, -246.6172, -237.0957, -210.3318, -223.6069, -227.269, -234.6238, -229.8935, -235.2646, -226.2925, -237.0347, -225.1023, -229.1001, -239.2319, -230.8396, -238.4385, -230.8396, -205.0217, -227.6658, -240.1169, -240.6357, -207.5242, -238.2859, -230.4429, -237.6755, -229.6799, -201.7258, -231.8467, 
0.12098, -232.7927, -234.4407, -230.687, -230.7175, -236.8821, -227.1164, -237.4314, -205.8457, -232.1824, -229.8935, -435.3989, -441.8991, -233.4946, -229.741, -239.0488, -208.104, -234.166, -199.8032, -252.1714, -240.8493, -206.5781, -227.9099, -246.8918, -228.9475, -234.227, -234.8374, -232.3349, -238.5605, -238.9878, -232.7927, -234.4101, -230.7175, -236.76, -226.9333, -200.3525, -238.4079, -220.311, -248.9975, -215.886, -229.5884, -236.3938, -223.3323, -245.5796, -192.1738, -227.0249, 
0.121, -226.1094, -236.821, -220.5246, -233.0368, -233.0063, -226.6892, -230.0156, -205.7847, -228.7949, -240.3, -446.4768, -431.4621, -214.3601, -243.4433, -228.2761, -205.4795, -227.6047, -196.843, -235.051, -236.8515, -224.4614, -237.8586, -227.7268, -237.9502, -242.4057, -226.5366, -240.5442, -246.8308, -228.1846, -229.1001, -254.4602, -231.3584, -239.2319, -232.4265, -205.571, -226.0788, -240.3611, -233.3725, -219.7312, -228.6728, -246.6477, -220.5552, -231.1142, -206.0288, -228.5508, 
0.12102, -230.1072, -229.8935, -221.6233, -241.5207, -232.396, -208.4092, -237.7366, -196.019, -230.7785, -231.1753, -458.8059, -437.6877, -231.6636, -249.3943, -238.3774, -208.165, -237.0652, -210.4233, -229.5578, -243.657, -227.1164, -222.966, -215.7029, -235.8445, -231.2058, -230.5039, -242.8025, -235.3257, -230.3513, -237.7366, -240.9714, -228.3371, -228.8254, -239.0488, -221.6538, -226.6587, -239.9643, -229.5273, -217.6255, -242.8025, -241.3681, -233.4946, -234.0744, -213.0478, -234.3186, 
0.12104, -239.2014, -211.583, -227.3301, -226.7807, -225.8652, -205.9983, -234.0134, -205.9372, -222.8135, -236.9736, -439.5798, -436.0398, -225.8957, -231.1448, -238.3469, -211.4609, -240.3306, -224.3699, -237.0652, -235.0205, -207.3716, -229.741, -228.154, -231.3889, -229.0085, -243.9011, -226.5671, -243.2908, -225.6821, -230.4429, -224.3699, -222.1116, -243.2602, -226.2009, -201.146, -240.239, -240.3611, -248.6618, -216.0386, -250.7981, -226.7502, -243.2908, -234.99, -204.5639, -247.3801, 
0.12106, -234.8069, -224.2478, -235.6003, -241.4292, -238.2248, -203.1601, -237.706, -208.9585, -232.5791, -244.1452, -435.1548, -432.0114, -234.4712, -229.741, -236.4243, -225.56, -235.4172, -225.56, -223.9426, -250.0046, -202.4888, -234.0439, -236.4243, -233.7693, -219.5481, -240.6662, -227.7573, -237.2178, -231.4194, -230.5954, -226.323, -236.6684, -233.6167, -224.6445, -197.3008, -244.1147, -235.9665, -241.4902, -236.1496, -236.5769, -229.741, -229.0085, -242.1616, -201.1155, -228.7949, 
0.12108, -225.2549, -233.8913, -234.0744, -241.7038, -215.1535, -226.5366, -235.9055, -204.8996, -244.0537, -237.0957, -435.3379, -446.019, -238.1333, -233.9829, -233.5556, -211.3389, -231.8161, -218.541, -239.415, -237.9502, -201.5427, -220.3721, -227.7268, -234.5627, -227.9709, -221.5928, -232.9758, -241.2766, -227.4521, -243.4739, -241.948, -225.0412, -237.1567, -231.4499, -201.8174, -227.8489, -240.3611, -233.6777, -235.7834, -237.9197, -246.2204, -236.1496, -225.7737, -213.0173, -227.9099, 
