Sweep Start (s), 52.00926, 52.1731, 52.33694, 52.50078, 52.66462, 52.82846, 52.9923, 53.15614, 53.31998, 53.48382, 53.64766, 53.8115, 53.97534, 54.13918, 54.30302, 54.46686, 54.6307, 54.79454, 54.95838, 55.12222, 55.28606, 55.4499, 55.61374, 55.77758, 55.94142, 56.10526, 56.2691, 56.43294, 56.59678, 56.76062, 56.92446, 57.0883, 57.25214, 57.41598, 57.57982, 57.74366, 57.9075, 58.07134, 58.23518, 58.39902, 58.56286, 58.7267, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, 
0.01672, -463.5361, -212.1018, -242.6499, -199.5285, -232.7622, -240.4526, -235.0815, -463.7192, -237.9807, -234.7153, -218.2969, -229.9546, -231.3584, -239.7507, -245.7627, -447.5754, -268.895, -457.219, -218.2358, -242.9245, -242.5889, -217.2898, -222.905, -239.2014, -247.2275, -234.8374, -238.3774, -231.4499, -226.3535, -230.0766, -239.354, -211.2168, -233.7693, -222.6609, -206.334, -243.5044, -198.9182, -226.384, -227.8489, -242.7414, -229.7715, -207.341, 
0.01674, -461.5525, -201.1155, -227.1775, -203.9841, -225.9263, -237.3398, -239.9949, -475.3159, -236.0581, -241.6123, -217.595, -228.7034, -232.8843, -233.9829, -238.7436, -460.1181, -273.6557, -463.7192, -228.1235, -234.0744, -221.7453, -209.4162, -236.7905, -246.3425, -232.7927, -219.365, -225.7126, -215.5198, -241.6428, -238.0112, -218.2663, -229.7715, -219.6702, -239.6286, -206.7612, -234.2881, -212.7121, -234.3186, -243.9316, -230.9006, -236.9126, -209.2026, 
0.01676, -462.9258, -226.5976, -228.6423, -193.425, -227.0859, -234.1355, -247.6548, -447.9111, -235.4172, -242.4973, -215.3367, -245.3049, -220.0364, -235.5393, -230.687, -457.3716, -259.343, -460.3318, -242.5583, -225.6516, -232.1824, -209.1721, -238.1638, -242.3447, -236.6074, -229.1611, -232.0298, -233.4946, -233.22, -232.3655, -236.4243, -219.487, -226.9639, -226.9333, -217.0762, -237.5229, -232.8843, -225.6516, -244.4809, -232.8232, -243.657, -219.7007, 
0.01678, -459.4162, -216.4048, -238.1028, -195.6223, -240.178, -229.7715, -242.833, -450.6577, -241.6733, -237.7976, -205.8152, -227.7573, -227.0249, -230.4429, -236.1191, -466.1301, -265.4465, -449.6506, -227.5742, -228.0625, -248.021, -215.6723, -238.8962, -235.4477, -225.1938, -241.5207, -232.3044, -240.5442, -233.7082, -237.8891, -238.9267, -204.9607, -227.269, -234.5017, -207.9819, -238.2554, -228.9475, -233.7693, -245.4575, -233.7998, -238.3774, -221.074, 
0.0168, -462.3459, -203.8315, -236.6684, -186.4365, -237.7671, -235.6308, -250.8896, -440.0376, -251.5, -229.1306, -184.2698, -215.1841, -202.855, -235.3562, -235.0205, -448.0332, -268.8034, -447.8806, -256.5354, -225.3769, -235.6614, -208.5923, -237.3398, -236.6684, -230.0461, -242.833, -235.112, -232.0298, -227.208, -231.8467, -227.6047, -225.4075, -232.3349, -234.0134, -198.1553, -247.8989, -243.5959, -230.8091, -230.5039, -235.4477, -236.0276, -242.7414, 
0.01682, -461.8882, -209.3552, -227.4521, -200.6272, -227.269, -233.281, -228.4897, -459.1416, -236.0581, -234.7153, -211.1863, -234.1965, -207.0664, -238.4385, -214.6042, -458.5007, -264.0122, -462.5901, -239.0488, -224.3393, -232.6401, -209.813, -232.3349, -237.3398, -232.5486, -230.2903, -238.7131, -234.9289, -239.6286, -236.5159, -215.5503, -237.2178, -213.3225, -222.3252, -207.9514, -232.3349, -223.4848, -236.1191, -225.9873, -243.9011, -229.6494, -234.227, 
0.01684, -453.1906, -195.4697, -245.9458, -202.4888, -232.2129, -229.802, -237.706, -459.0805, -235.936, -230.0156, -217.7781, -241.3376, -212.1933, -229.5884, -222.2336, -456.2119, -273.9609, -465.9775, -228.093, -234.3491, -242.3752, -207.6767, -234.8069, -254.0329, -241.2461, -236.9736, -231.1142, -226.0788, -237.0957, -233.9524, -232.1518, -226.0178, -205.8762, -227.1775, -190.0986, -230.9311, -227.5437, -253.0869, -229.9546, -236.1191, -237.1262, -232.7622, 
0.01686, -457.8904, -199.7117, -239.5981, -195.8359, -232.5181, -233.1284, -243.3823, -446.1411, -240.6662, -228.5202, -205.9678, -226.5976, -205.8762, -232.7012, -229.802, -455.3879, -277.2263, -470.6162, -241.7649, -228.3066, -239.0488, -208.104, -251.0422, -235.6919, -237.0652, -234.4407, -235.6614, -234.3186, -235.6614, -231.1142, -221.4402, -207.5852, -221.3791, -220.0669, -193.5471, -235.5393, -229.6494, -233.6472, -243.7485, -235.2036, -239.5981, -234.8679, 
0.01688, -466.1911, -209.935, -231.5415, -204.7776, -244.7251, -232.3655, -237.2178, -472.905, -232.3349, -237.3093, -215.9775, -231.4499, -217.656, -244.6335, -245.488, -450.5966, -274.2661, -460.9726, -234.9595, -241.7649, -231.7856, -208.2261, -239.7507, -225.9263, -236.6074, -236.2717, -243.1077, -232.6096, -249.8215, -230.4429, -244.3894, -224.6445, -216.9846, -214.5127, -201.4817, -235.3562, -235.0205, -232.3655, -236.2412, -232.457, -243.2908, -231.9993, 
0.0169, -458.4702, -213.0784, -228.2761, -191.1667, -233.22, -245.8237, -216.4658, -462.5901, -237.8891, -231.9687, -215.4282, -243.3213, -209.2026, -237.9502, -229.1916, -447.789, -266.6672, -460.4538, -226.9333, -232.4875, -250.5234, -222.5998, -238.8657, -237.5229, -237.1872, -243.779, -225.8042, -244.2978, -234.6543, -226.6282, -237.9807, -224.553, -217.2593, -224.553, -214.0549, -221.6233, -234.6848, -233.8913, -244.1147, -225.9873, -244.0232, -237.4619, 
0.01692, -452.031, -202.1225, -233.8608, -187.1994, -249.4858, -232.7012, -231.7856, -458.2871, -233.8913, -237.0041, -213.7803, -235.6614, -216.0996, -234.166, -223.3017, -453.9231, -263.8901, -459.0805, -238.8352, -217.1067, -239.0488, -207.0359, -233.4031, -228.2761, -232.4875, -234.1965, -229.802, -232.3349, -228.4592, -249.8215, -214.3906, -236.7905, -211.1252, -238.591, -209.3247, -237.1262, -245.9763, -235.6003, -245.3354, -231.8161, -234.99, -243.0161, 
0.01694, -448.4604, -210.4538, -243.4128, -203.1907, -248.5398, -236.3327, -226.1094, -450.1084, -229.2222, -233.6777, -214.0244, -245.0303, -202.4582, -233.6167, -224.3393, -454.9607, -265.5075, -457.9819, -242.4057, -229.9546, -237.6755, -218.2053, -232.1213, -231.8467, -225.0412, -227.6963, -232.0908, -222.3252, -244.8472, -248.021, -228.5813, -239.0488, -204.4114, -230.8091, -206.1814, -244.4504, -227.8794, -233.8913, -232.2434, -229.5578, -224.553, -240.0559, 
0.01696, -446.5378, -216.0386, -236.2107, -197.667, -233.7388, -237.4619, -225.8652, -458.8974, -234.0134, -237.9502, -205.3574, -216.9846, -220.1889, -224.4919, -205.4184, -454.7776, -264.3479, -469.3039, -227.5437, -225.7737, -246.8308, -207.4631, -229.8935, -242.7414, -228.154, -219.6396, -239.8118, -224.0342, -243.3213, -235.9971, -239.5066, -229.9851, -207.1885, -216.4658, -198.0027, -230.9006, -228.7949, -238.1638, -228.8254, -223.4543, -239.2014, -222.9966, 
0.01698, -454.8081, -215.4587, -242.2532, -192.3264, -228.5202, -228.9475, -233.6777, -457.7072, -239.9643, -247.197, -220.4941, -224.675, -218.541, -235.7529, -214.9704, -454.1367, -268.956, -455.1743, -231.6636, -225.3464, -231.7856, -210.9116, -240.6357, -234.3796, -238.3164, -237.7366, -227.1775, -235.3867, -233.9524, -238.2554, -243.2908, -219.4565, -199.1318, -230.4123, -194.7983, -241.6733, -238.0417, -240.8799, -235.2036, -237.1262, -242.6499, -237.3398, 
0.017, -450.8408, -198.6741, -233.0979, -198.0332, -256.8711, -228.9475, -242.3447, -458.226, -248.6313, -235.4172, -215.123, -205.571, -219.4565, -235.3257, -227.9099, -454.5029, -272.2214, -467.1982, -240.5442, -220.4636, -238.3774, -215.886, -252.6902, -234.5932, -241.7954, -237.2788, -223.79, -234.105, -236.5464, -229.4358, -231.6941, -219.0903, -199.8032, -222.5083, -210.759, -233.9219, -230.5039, -240.9714, -249.4248, -225.2243, -237.4619, -248.7839, 
0.01702, -455.571, -209.9045, -230.8701, -212.7427, -243.5959, -231.7246, -237.7366, -459.6299, -230.687, -231.6636, -200.1694, -204.4419, -214.2075, -228.5813, -241.3071, -458.7143, -269.1086, -466.771, -251.3779, -217.4424, -239.3235, -217.0151, -247.9294, -241.7038, -231.1448, -236.9431, -236.1191, -221.6843, -230.626, -229.3442, -236.7295, -229.7104, -212.7121, -224.8887, -207.4021, -237.584, -225.1328, -237.584, -237.2178, -229.5273, -228.3371, -224.4614, 
0.01704, -464.8789, -215.2756, -224.4309, -208.1955, -234.8679, -235.3867, -228.917, -458.3481, -236.5769, -223.9731, -209.4773, -215.2451, -212.2544, -227.8183, -237.706, -457.1274, -263.6765, -448.0942, -240.4221, -222.3557, -246.0984, -207.8598, -230.626, -224.5835, -239.6286, -241.6428, -228.9475, -210.6369, -243.8401, -227.2995, -222.4778, -241.0019, -226.3535, -234.227, -204.2283, -240.239, -233.7693, -233.7998, -240.2085, -228.3677, -232.1518, -243.6875, 
0.01706, -465.2756, -220.8603, -234.9289, -199.1013, -234.3796, -231.2973, -227.1164, -454.3198, -233.1284, -237.1567, -205.0217, -216.5574, -202.7329, -231.4194, -236.0581, -455.1438, -259.7092, -458.3176, -243.2297, -237.7671, -236.7295, -205.4184, -237.1262, -235.112, -230.9617, -230.6565, -248.8144, -202.031, -246.4035, -234.7153, -223.1492, -221.5928, -210.698, -242.4363, -212.529, -232.6096, -240.3, -243.5654, -239.1709, -234.9289, -240.178, -244.664, 
0.01708, -461.4304, -216.0691, -242.0701, -199.9558, -237.3093, -231.8161, -232.396, -445.8969, -238.3164, -246.5867, -207.0664, -212.0408, -217.4729, -224.4004, -227.5742, -447.728, -264.0732, -463.414, -227.3911, -241.3681, -234.6543, -202.2446, -240.7273, -231.572, -243.9011, -230.0461, -242.2837, -202.5803, -229.9241, -235.8445, -231.8467, -235.9971, -213.5056, -233.6472, -209.2331, -223.0576, -237.0957, -231.9382, -234.5322, -239.8728, -232.5181, -232.6706, 
0.0171, -460.9726, -237.6755, -235.5698, -194.1269, -240.3306, -223.9426, -228.2456, -444.4016, -238.6521, -221.0434, -212.5596, -192.4485, -213.414, -231.3889, -226.323, -448.2468, -269.5664, -461.7966, -237.9197, -233.5556, -239.415, -209.813, -229.1306, -220.7993, -246.5256, -234.9595, -234.105, -209.6604, -222.3862, -235.2036, -229.0696, -232.6096, -201.4817, -223.2102, -203.9841, -233.6472, -226.5366, -230.7175, -226.2619, -240.7273, -229.6494, -230.1682, 
0.01712, -449.2844, -241.0325, -241.2461, -201.97, -240.4526, -231.2668, -226.1399, -452.3972, -222.5998, -232.3349, -207.0359, -208.4092, -224.8581, -240.3306, -231.4805, -460.9421, -275.4258, -455.8457, -232.3349, -224.7361, -223.5764, -212.5596, -225.7126, -236.1802, -240.2695, -252.2629, -237.9197, -209.7825, -232.0298, -240.1169, -237.8586, -213.8413, -200.7798, -219.6396, -200.5967, -237.7366, -239.7507, -237.4619, -226.2619, -231.7856, -242.7414, -222.2031, 
0.01714, -455.0217, -239.354, -240.0254, -209.4162, -244.4504, -228.093, -231.6636, -459.2942, -235.1731, -232.5181, -207.341, -196.5378, -215.8555, -229.9241, -233.5251, -463.9023, -263.5544, -451.268, -231.8772, -236.9736, -235.7834, -215.2146, -206.0288, -252.1409, -239.4455, -240.1169, -241.8564, -243.5349, -235.5088, -244.2673, -218.6631, -225.7737, -203.3738, -221.5317, -211.1557, -239.9643, -235.8139, -222.6304, -246.6477, -230.626, -230.1987, -200.7798, 
0.01716, -469.8227, -231.3279, -241.0325, -197.1482, -239.293, -229.8935, -233.8913, -453.5874, -231.4194, -223.4238, -208.2261, -197.5449, -202.5498, -234.1355, -234.6848, -449.3759, -274.2356, -461.9797, -234.2881, -241.2766, -242.1006, -206.9443, -209.4162, -231.8772, -242.9245, -246.7087, -241.124, -229.5273, -240.6968, -222.5083, -239.1709, -221.7148, -198.6741, -211.0947, -200.6272, -223.1492, -236.0276, -229.0085, -248.5093, -236.5769, -221.9895, -209.4162, 
0.01718, -464.6347, -225.6821, -253.331, -196.5989, -238.591, -235.2646, -236.1496, -451.0239, -236.0581, -236.821, -203.7095, -206.6391, -210.3318, -240.6662, -235.2341, -451.6953, -293.4006, -464.3906, -240.6052, -224.7666, -241.1545, -212.8952, -202.3362, -238.5605, -240.8799, -235.4172, -236.2717, -235.1426, -233.9219, -233.7998, -231.8772, -235.5088, -195.2866, -209.6604, -194.5542, -228.917, -231.4499, -238.4995, -237.8891, -235.4172, -247.3496, -218.8462, 
0.0172, -465.4587, -233.9219, -246.251, -197.8501, -243.0466, -230.3818, -224.8887, -460.5149, -233.4031, -227.147, -195.4087, -209.7214, -225.7126, -226.1094, -234.8984, -459.4162, -277.2263, -463.0478, -241.7954, -229.5578, -236.6684, -208.4092, -207.9514, -242.009, -227.9404, -244.6335, -235.2646, -227.6658, -243.0771, -241.7038, -236.0886, -242.772, -193.5776, -209.7214, -203.5264, -240.178, -225.2243, -240.6357, -230.5039, -240.0559, -237.4619, -214.5127, 
0.01722, -454.3198, -221.0129, -233.5862, -205.1438, -236.1496, -222.3252, -231.1448, -462.6511, -239.415, -247.4106, -197.1482, -214.4822, -210.9421, -206.1814, -243.1382, -448.552, -264.3479, -452.0615, -241.3376, -221.9895, -248.1125, -203.7705, -233.0674, -238.4995, -233.8913, -235.936, -221.0434, -234.5017, -241.7649, -235.3257, -228.5508, -230.2292, -204.4114, -208.989, -209.1416, -243.1992, -236.7295, -233.6167, -237.0957, -232.7927, -224.5224, -214.238, 
0.01724, -453.74, -232.1824, -237.6755, -194.1269, -233.4641, -233.22, -232.3044, -451.9394, -247.2275, -243.1687, -211.9797, -193.425, -199.1013, -203.3127, -231.2668, -458.5923, -269.2612, -473.2102, -232.4875, -220.9824, -252.6291, -212.1628, -239.4455, -244.1758, -237.7366, -227.2385, -219.7617, -247.3496, -251.9883, -236.9431, -235.6614, -221.7453, -210.2707, -203.4653, -223.5764, -230.3513, -243.1382, -235.5393, -229.9851, -228.4287, -229.1611, -208.2871, 
0.01726, -454.1367, -235.7834, -228.5508, -194.3711, -234.7764, -235.3257, -241.185, -445.073, -238.1943, -236.699, -205.9372, -211.9187, -212.5901, -207.0359, -234.227, -457.2495, -273.32, -459.6909, -221.1045, -227.3301, -245.7322, -211.1252, -233.22, -228.917, -226.9639, -245.0608, -231.2058, -237.0957, -250.737, -243.2602, -229.9241, -239.0183, -198.7351, -203.2822, -232.6401, -239.0793, -233.5862, -239.7202, -240.9409, -235.7529, -233.2505, -204.4419, 
0.01728, -456.0898, -233.0063, -231.6025, -205.5405, -248.2041, -243.2297, -232.0298, -462.4375, -237.0347, -233.1894, -199.7422, -217.1677, -219.8227, -206.7307, -230.5344, -463.7802, -265.1413, -447.7585, -211.1863, -239.5371, -238.1638, -207.4021, -239.354, -237.7976, -234.3186, -242.1311, -225.6211, -242.1311, -226.7197, -237.7366, -220.1889, -225.1633, -199.376, -194.7678, -234.6848, -229.8325, -230.0156, -250.2488, -223.5459, -226.323, -237.3093, -211.1863, 
0.0173, -458.8974, -229.863, -238.6521, -202.1225, -241.5513, -221.5622, -224.0342, -459.05, -223.7595, -236.0581, -205.8762, -232.6706, -205.1133, -217.8391, -226.2009, -453.9841, -262.6694, -455.3269, -223.1797, -231.4194, -237.4314, -208.7754, -235.2036, -232.3655, -228.8254, -234.7153, -240.4831, -235.6919, -238.3469, -238.0723, -219.8533, -225.8347, -212.1628, -200.7187, -224.7361, -229.9851, -216.2217, -232.7317, -223.3323, -244.6335, -235.0815, -203.5874, 
0.01732, -458.6533, -233.1894, -245.0913, -212.9258, -233.8913, -221.8674, -226.5976, -449.5896, -222.6914, -234.6543, -210.8811, -235.051, -195.8664, -232.1518, -231.9077, -442.601, -259.9839, -465.7639, -233.9219, -235.9971, -245.9458, -198.6435, -233.6472, -234.4101, -227.6963, -231.3584, -240.6662, -240.3916, -243.2602, -234.99, -228.2151, -235.7529, -207.2495, -200.7493, -231.9382, -237.645, -218.6631, -232.2129, -239.4455, -245.3965, -244.664, -212.3154, 
0.01734, -458.8669, -235.2036, -229.3442, -199.3149, -220.3415, -245.4575, -234.2576, -454.8691, -220.6162, -230.0461, -214.0854, -232.7012, -203.3127, -232.4265, -228.8865, -449.3149, -259.0683, -466.3742, -231.1142, -233.5556, -229.0696, -207.7988, -238.6216, -247.3801, -234.6543, -229.7104, -224.1257, -219.8533, -236.5464, -227.0554, -222.3862, -234.99, -206.2424, -206.8833, -232.3655, -236.3938, -217.8391, -224.8887, -241.948, -232.9758, -234.6848, -211.9492, 
0.01736, -451.0544, -243.8096, -226.8418, -192.3569, -220.1889, -234.9289, -224.5224, -455.3269, -204.4114, -242.6804, -206.8833, -228.978, -198.0332, -221.6538, -218.4189, -451.9089, -263.1577, -450.0779, -231.8467, -240.239, -228.2456, -209.7825, -253.9109, -242.009, -231.4499, -244.2978, -233.3115, -217.3203, -233.6777, -237.0957, -207.28, -225.9263, -204.3503, -197.3618, -224.8581, -246.251, -201.0239, -232.457, -234.5017, -234.4101, -229.1611, -209.7519, 
0.01738, -457.3105, -229.8935, -229.863, -201.4206, -230.9617, -232.0908, -241.8869, -461.8882, -198.8572, -234.9595, -213.7192, -230.1377, -197.7585, -227.1164, -226.2314, -452.3667, -272.374, -458.6228, -228.8865, -235.8445, -245.427, -210.3928, -242.3142, -238.9573, -231.7551, -226.9944, -235.875, -224.614, -231.511, -226.9944, -210.3623, -231.9687, -204.5639, -197.4228, -240.5442, -240.3306, -213.5666, -229.802, -222.2336, -232.0298, -230.4429, -215.4892, 
0.0174, -474.2173, -228.9475, -240.8799, -191.2278, -235.5393, -230.9311, -223.1492, -463.3835, -223.3628, -234.5932, -208.928, -233.342, -199.8642, -238.4385, -220.7993, -479.1611, -270.6955, -471.9284, -228.0625, -239.5676, -234.99, -211.3083, -233.9219, -238.6216, -238.4079, -225.8652, -229.6189, -226.9944, -239.8423, -235.6003, -205.6015, -223.5459, -200.2305, -211.9797, -232.1518, -242.4057, -203.7095, -237.0957, -232.2129, -233.2505, -233.0063, -227.5437, 
0.01742, -464.177, -236.6684, -225.3464, -200.7798, -231.8772, -249.1806, -241.5818, -462.3764, -240.3306, -244.5115, -199.1013, -240.3306, -195.897, -236.6379, -234.1355, -474.3088, -259.4345, -457.1579, -230.9617, -247.8684, -231.8161, -209.4162, -243.4739, -233.4641, -232.0603, -232.8537, -227.9404, -222.4778, -239.1098, -232.7622, -199.2844, -222.8745, -209.2942, -211.3999, -240.0864, -233.281, -205.7847, -229.4663, -235.6919, -233.9829, -237.0347, -213.1699, 
0.01744, -463.353, -238.5605, -228.032, -193.3335, -228.4897, -242.4973, -245.427, -463.414, -238.9878, -242.6194, -220.6162, -242.1921, -197.3313, -236.2717, -243.8706, -450.9018, -273.32, -466.2827, -235.3257, -242.1616, -239.4761, -217.3508, -237.9502, -227.5132, -228.917, -233.5556, -227.7268, -229.1001, -243.9011, -238.4385, -203.3738, -224.675, -194.9204, -211.9492, -239.4455, -241.2766, -220.3415, -243.3823, -222.7524, -231.2363, -224.0647, -212.529, 
0.01746, -458.5312, -235.2952, -230.8701, -183.2322, -236.4548, -229.1001, -232.7317, -451.268, -240.1474, -237.3093, -229.0696, -236.699, -225.2243, -234.0134, -233.9829, -454.3808, -286.8698, -456.456, -236.2717, -237.3703, -240.1474, -210.4538, -231.1142, -222.7829, -236.1191, -233.9829, -237.2483, -233.2505, -234.99, -237.7671, -204.1367, -233.1589, -198.1858, -202.7024, -227.6047, -234.4712, -214.7568, -234.8374, -228.3371, -239.2624, -231.5415, -198.491, 
0.01748, -453.6789, -238.53, -247.136, -208.1345, -237.6145, -227.208, -227.5132, -453.2822, -229.5578, -227.3911, -221.1655, -235.2952, -212.8952, -223.6374, -221.6233, -457.4326, -265.3244, -448.674, -225.6516, -227.3911, -245.8848, -206.334, -242.1311, -231.6025, -236.8821, -233.1284, -232.457, -232.4265, -227.8794, -242.894, -203.0076, -221.5012, -204.7471, -190.1291, -236.3938, -226.4451, -216.9846, -225.7737, -237.2483, -239.8728, -236.9736, -216.2522, 
0.0175, -460.6369, -226.8418, -244.1452, -198.6741, -234.3186, -226.6587, -225.8652, -465.4892, -244.3284, -233.7998, -212.7427, -231.6941, -206.6391, -233.8913, -213.0478, -446.6599, -273.5947, -460.0571, -239.9643, -225.7431, -242.9245, -207.0664, -243.4739, -233.4946, -231.6941, -220.7688, -226.6892, -239.1404, -232.6401, -239.8423, -206.8528, -225.438, -205.3879, -203.0991, -223.9121, -220.7383, -202.2446, -236.9736, -238.8962, -239.1709, -236.3938, -209.813, 
0.01752, -453.1906, -229.1611, -240.5137, -194.8594, -232.3349, -226.2925, -240.6968, -462.3154, -247.2275, -248.1736, -221.1655, -230.9006, -204.8386, -234.9595, -220.4941, -457.4936, -271.489, -458.1345, -241.8564, -238.0723, -233.7998, -207.4631, -229.4968, -227.3911, -229.1611, -224.3393, -232.8843, -231.6025, -243.779, -229.0696, -195.6833, -223.1186, -207.0664, -214.2075, -230.8701, -232.9758, -203.74, -246.9223, -235.112, -238.469, -235.0205, -210.9116, 
0.01754, -453.8925, -233.22, -241.4292, -194.8899, -232.6401, -229.4053, -230.4123, -452.8855, -233.7082, -230.3208, -224.0342, -239.6286, -220.9519, -219.6091, -230.2903, -463.1089, -270.665, -456.8833, -233.9829, -238.0417, -238.8352, -199.6201, -227.4521, -228.4897, -232.396, -229.863, -238.0723, -236.699, -240.7883, -209.935, -189.7019, -222.7219, -210.5759, -208.0124, -225.3159, -234.7458, -209.2026, -235.051, -231.8772, -236.7905, -243.6875, -223.5764, 
0.01756, -451.268, -234.6848, -238.591, -199.4065, -232.1518, -229.802, -239.2014, -451.9699, -230.7175, -234.3186, -230.5039, -246.4035, -220.9824, -223.0271, -245.1218, -447.5754, -273.4116, -455.9372, -233.9219, -242.7414, -241.4597, -206.0898, -238.9267, -244.9387, -230.2903, -242.5889, -230.2598, -233.1894, -228.093, -222.2336, -197.1787, -222.966, -225.5295, -202.5193, -225.56, -238.6826, -206.8528, -239.4455, -238.0723, -228.978, -246.1594, -220.4941, 
0.01758, -474.5529, -233.4641, -236.821, -183.5679, -234.166, -226.9333, -245.5491, -450.4746, -231.1142, -236.76, -222.1116, -238.6826, -210.0571, -222.8745, -230.3513, -451.3291, -266.6367, -451.9089, -232.1518, -236.1802, -250.3708, -206.5476, -235.936, -236.5464, -228.7949, -244.3894, -231.2668, -211.6135, -226.5061, -211.6745, -191.0447, -217.6255, -215.5198, -208.5618, -232.5181, -236.8515, -207.8293, -239.9338, -242.009, -246.2815, -223.668, -212.5596, 
0.0176, -452.5498, -238.53, -228.4897, -192.3264, -239.9033, -234.227, -243.8096, -461.6745, -230.1072, -228.5202, -223.4238, -226.2925, -210.6064, -225.1938, -230.1377, -453.6789, -272.435, -459.935, -222.5693, -224.7361, -246.6172, -214.2075, -238.469, -226.8723, -241.2461, -243.6875, -240.1169, -206.6697, -241.4902, -203.2212, -218.4189, -228.7339, -227.3301, -204.1977, -249.9741, -232.3044, -204.1062, -230.1682, -245.1218, -233.281, -234.4407, -216.8931, 
